FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,Form1-2_FID,Form1-2_lsoa11nm,Form1-2_lsoa11nmw,Form1-2_st_areasha,Form1-2_st_lengths,Form1-2_IMD_Rank,Form1-2_IMD_Decile,Form1-2_LSOA01NM,Form1-2_LADcd,Form1-2_LADnm,Form1-2_IMDScore,Form1-2_IMDRank0,Form1-2_IMDDec0,Form1-2_IncScore,Form1-2_IncRank,Form1-2_IncDec,Form1-2_EmpScore,Form1-2_EmpRank,Form1-2_EmpDec,Form1-2_EduScore,Form1-2_EduRank,Form1-2_EduDec,Form1-2_HDDScore,Form1-2_HDDRank,Form1-2_HDDDec,Form1-2_CriScore,Form1-2_CriRank,Form1-2_CriDec,Form1-2_BHSScore,Form1-2_BHSRank,Form1-2_BHSDec,Form1-2_EnvScore,Form1-2_EnvRank,Form1-2_EnvDec,Form1-2_IDCScore,Form1-2_IDCRank,Form1-2_IDCDec,Form1-2_IDOScore,Form1-2_IDORank,Form1-2_IDODec,Form1-2_CYPScore,Form1-2_CYPRank,Form1-2_CYPDec,Form1-2_ASScore,Form1-2_ASRank,Form1-2_ASDec,Form1-2_GBScore,Form1-2_GBRank,Form1-2_GBDec,Form1-2_WBScore,Form1-2_WBRank,Form1-2_WBDec,Form1-2_IndScore,Form1-2_IndRank,Form1-2_IndDec,Form1-2_OutScore,Form1-2_OutRank,Form1-2_OutDec,Form1-2_TotPop,Form1-2_DepChi,Form1-2_Pop16_59,Form1-2_Pop60_,Form1-2_WorkPop,Form1-2_Shape__Area,Form1-2_Shape__Length
"3436",E01003599,Newham 022C,,"541005","183475",51.532600000000002,0.031519000000000,5c5f341c-ceaf-464e-bbe2-2e2b7405943a,E01003599,UN1,Urban: Nearer to a major town or city,Urban,2005.001421819999905,133974.630004882812500,2005.001421818546532,954d1cf5-407c-498b-bbc9-a861dfddd40f,"3551",Newham 022C,Newham 022C,134056.4155,1957.458926,"7477","3",Newham 022C,E09000025,Newham,31.152,"7477","3",0.201,"6616","3",0.102,"12226","4",21.49,"12858","4",-0.18,"18841","6",0.545,"8474","3",50.708,"242",true,27.226,"10402","4",0.217,"8958","3",0.484,"771","1",-0.173,"18962","6",0.378,"8382","3",-0.761,"27543","9",6.795,"52",true,0.018,"16175","5",1.115,"3404","2","1661","391","1077","193",1041,345988.6235,3144.175302
"3334",E01003494,Newham 025C,,"541699","182800",51.526299999999999,0.041247000000000,dd991fa8-7dc4-4567-a6b9-a319c1bf60d1,E01003494,UN1,Urban: Nearer to a major town or city,Urban,2054.601270719999775,105741.898422241210938,2054.601270716030740,4f39606b-ef4b-46a2-a443-dd7120e44541,"3433",Newham 025C,Newham 025C,104678.1115,1960.805251,"13284","5",Newham 025C,E09000025,Newham,21.333,"13284","5",0.113,"14602","5",0.056,"22694","7",19.303,"14190","5",-0.751,"26481","9",0.105,"15051","5",43.189,"1390",true,40.542,"4088","2",0.142,"14767","5",0.217,"8820","3",0.007,"15977","5",0.336,"12167","4",-1.131,"30678","10",5.825,"403",true,0.605,"7877","3",1.338,"2268","1","2390","671","1498","221",1462.25,270096.8549,3149.981969
"3335",E01003495,Newham 025D,,"542018","182841",51.526600000000002,0.045858000000000,71d80515-2133-4190-8a81-378233102d50,E01003495,UN1,Urban: Nearer to a major town or city,Urban,1681.731201809999902,118728.242652893066406,1681.731201807007437,1fc71bf4-6ac3-4090-9088-3fa0735173bd,"3435",Newham 025D,Newham 025D,118298.8123,1607.673852,"16134","5",Newham 025D,E09000025,Newham,17.983,"16134","5",0.103,"15850","5",0.056,"22569","7",12.793,"19222","6",-0.603,"24750","8",-0.269,"20606","7",39.295,"2405",true,36.284,"5691","2",0.134,"15594","5",0.204,"9704","3",-0.682,"26287","9",0.326,"13195","5",-1.107,"30532","10",5.258,"744",true,0.391,"10651","4",1.351,"2212","1","2202","588","1416","198",1395.75,305244.1033,2582.581219
"3364",E01003527,Newham 024B,,"542432","183056",51.528500000000001,0.051909000000000,56e06971-859b-4b47-a9ac-7c8ea616d8fe,E01003527,UN1,Urban: Nearer to a major town or city,Urban,1870.494850080000106,164340.782432556152344,1870.494850081977575,90a238a6-d104-4a59-b6c9-87d7f15ffff8,"3464",Newham 024B,Newham 024B,165211.9469,1835.104297,"14394","5",Newham 024B,E09000025,Newham,19.947,"14394","5",0.092,"17572","6",0.063,"20551","7",14.682,"17602","6",-0.568,"24294","8",0.211,"13318","5",41.542,"1765",true,37.79,"5072","2",0.085,"21576","7",0.211,"9271","3",-0.371,"22006","7",0.324,"13337","5",-0.765,"27592","9",5.414,"637",true,0.481,"9462","3",1.331,"2294","1","2138","571","1324","243",1295.75,426319.3981,2947.237309
"3374",E01003537,Newham 024C,,"542461","182728",51.525500000000001,0.052194000000000,3fa0cc11-4414-4bb6-9b9f-46cf68ffe1fc,E01003537,UN1,Urban: Nearer to a major town or city,Urban,2650.136319379999804,193919.296562194795115,2650.136319381923386,0eb6b7b7-07e2-4854-b4e0-47cbb4d3d3f6,"3474",Newham 024C,Newham 024C,194110.9241,2544.136786,"10573","4",Newham 024C,E09000025,Newham,25.312,"10573","4",0.144,"11074","4",0.072,"18170","6",15.711,"16820","6",-0.01,"16168","5",0.16,"14165","5",43.543,"1311",true,42.354,"3570","2",0.167,"12532","4",0.278,"5558","2",-0.559,"24729","8",0.349,"10796","4",-1.198,"31021","10",5.882,"369",true,0.654,"7275","3",1.388,"2046","1","2219","589","1419","211",1397.5,500826.9173,4085.18628
"3376",E01003539,Newham 029B,,"541831","182379",51.522500000000001,0.042979000000000,efec0c32-bc11-490a-b529-615b7104c655,E01003539,UN1,Urban: Nearer to a major town or city,Urban,3092.573014059999878,248369.404869079589844,3092.573014063815663,9b46d6ec-836a-40b3-9466-fa0ceb57b657,"3476",Newham 029B,Newham 029B,253777.3781,2975.333852,"9378","3",Newham 029B,E09000025,Newham,27.345,"9378","3",0.166,"9078","3",0.086,"15087","5",18.691,"14638","5",-0.123,"17948","6",0.486,"9267","3",46.238,"853",true,31.985,"7722","3",0.189,"10855","4",0.325,"3781","2",-0.264,"20424","7",0.358,"10022","4",-0.746,"27374","9",6.079,"285",true,0.271,"12278","4",1.172,"3089","1","2375","661","1477","237",1448.25,654698.7417,4777.77167
"32243",E01034204,Newham 025F,,"541941","183202",51.529899999999998,0.044894000000000,609916f3-3eed-490f-b226-98864b719fcf,E01034204,UN1,Urban: Nearer to a major town or city,Urban,1466.983303279999973,93534.629386901840917,1466.983303275455228,1e8d1328-116f-46cf-8895-dfa95cd258dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3336",E01003496,Newham 027A,,"539439","182881",51.527600000000000,0.008723000000000,be225b8c-7eee-486c-b5d8-c110003078a9,E01003496,UN1,Urban: Nearer to a major town or city,Urban,1895.383321880000040,189437.641914367675781,1895.383321875910724,60ea8472-933c-4ca4-bb1b-3daa3c46d900,"3436",Newham 027A,Newham 027A,188113.9957,1876.849595,"8737","3",Newham 027A,E09000025,Newham,28.548,"8737","3",0.185,"7699","3",0.123,"9364","3",12.787,"19228","6",-0.053,"16839","6",0.365,"10946","4",48.013,"564",true,18.425,"16488","6",0.243,"7319","3",0.402,"1825","1",-0.254,"20274","7",0.289,"17161","6",-0.65,"26235","8",6.267,"209",true,-0.814,"27459","9",1.042,"3854","2","1424","272","1036","116",1018,485413.4399,3014.121617
"3338",E01003498,Newham 027B,,"539913","182682",51.525700000000001,0.015472000000000,e452dd50-d05d-4836-9bb9-55ff72aa423e,E01003498,UN1,Urban: Nearer to a major town or city,Urban,3222.218105989999913,233096.328720092744334,3222.218105993221343,06f66d5e-7e60-448f-8de2-14405c2aa76a,"3438",Newham 027B,Newham 027B,234511.4485,3128.891645,"6586","3",Newham 027B,E09000025,Newham,33.218,"6586","3",0.193,"7080","3",0.118,"9883","4",20.096,"13712","5",0.253,"12288","4",0.892,"4475","2",50.404,"277",true,18.682,"16284","5",0.246,"7153","3",0.359,"2821","1",-0.316,"21206","7",0.377,"8486","3",-0.825,"28234","9",6.789,"53",true,-0.853,"27803","9",1.078,"3612","2","1855","403","1295","157",1279,605081.5994,5024.468577
"3340",E01003500,Newham 027C,,"539039","182529",51.524600000000000,0.002821000000000,ceed940e-0235-43be-9f78-70df3b15176b,E01003500,UN1,Urban: Nearer to a major town or city,Urban,5801.504342449999967,741747.092254638788290,5801.504342446005467,8bfb5ab0-7f7c-4ebf-89c8-49de3c80aa83,"3440",Newham 027C,Newham 027C,732504.4897,5790.017779,"6133","2",Newham 027C,E09000025,Newham,34.325,"6133","2",0.183,"7786","3",0.125,"9082","3",20.174,"13675","5",0.41,"10198","4",0.625,"7399","3",52.009,"149",true,29.179,"9283","3",0.226,"8356","3",0.397,"1934","1",-0.198,"19371","6",0.368,"9246","3",-0.238,"19905","7",6.418,"162",true,0.181,"13595","5",1.059,"3736","2","2202","494","1482","226",1472.5,1889923.743,9298.774377
"3430",E01003593,Newham 027D,,"539917","183105",51.529499999999999,0.015697000000000,78cb3e1b-e062-40b0-b3e2-56dcfac67a74,E01003593,UN1,Urban: Nearer to a major town or city,Urban,1425.846510459999990,108849.651931762680761,1425.846510461310572,acacf367-4fab-464a-a8b7-0ae9f113fcf4,"3545",Newham 027D,Newham 027D,108338.9934,1423.263105,"6804","3",Newham 027D,E09000025,Newham,32.672,"6804","3",0.216,"5747","2",0.124,"9148","3",17.674,"15352","5",0.298,"11666","4",-0.1,"18125","6",52.71,"116",true,23.801,"12566","4",0.267,"5982","2",0.304,"4506","2",-0.537,"24432","8",0.369,"9148","3",-0.381,"22228","7",6.724,"70",true,-0.417,"22779","7",1.262,"2638","1","1565","346","1021","198",1011.25,279583.7586,2285.88088
"3460",E01003631,Newham 020A,,"539338","183215",51.530700000000003,0.007400000000000,00a58efb-bc56-4593-a890-142a3fa97be0,E01003631,UN1,Urban: Nearer to a major town or city,Urban,2302.268563000000086,165621.417396545410156,2302.268562996168384,4b34a025-91a6-4efc-89eb-8409b8565ff5,"3578",Newham 020A,Newham 020A,163763.9968,2209.620207,"9440","3",Newham 020A,E09000025,Newham,27.243,"9440","3",0.176,"8342","3",0.088,"14597","5",16.727,"16021","5",-0.198,"19105","6",0.266,"12454","4",44.495,"1148",true,37.668,"5105","2",0.254,"6695","3",0.383,"2240","1",-0.059,"17055","6",0.315,"14357","5",-0.764,"27575","9",5.84,"396",true,0.566,"8364","3",1.177,"3072","1","1901","381","1327","193",1313.25,422637.8039,3550.094828
"3461",E01003632,Newham 020B,,"539688","183337",51.531700000000001,0.012490000000000,12162e5c-a629-4d93-b5d6-efc8676357e3,E01003632,UN1,Urban: Nearer to a major town or city,Urban,1965.293203219999896,136922.891090393066406,1965.293203218256167,6fa3e84d-716e-4372-94fd-8abae88efc7b,"3579",Newham 020B,Newham 020B,137696.3521,1880.042487,"13571","5",Newham 020B,E09000025,Newham,20.975,"13571","5",0.121,"13616","5",0.07,"18661","6",14.515,"17751","6",-0.477,"23099","8",-0.061,"17568","6",45.727,"936",true,28.393,"9729","3",0.161,"13030","4",0.198,"10088","4",-0.78,"27412","9",0.349,"10826","4",-0.825,"28236","9",6.057,"295",true,0.171,"13804","5",1.011,"4051","2","2496","475","1691","330",1687.75,355376.8661,3019.541686
"3344",E01003506,Newham 034D,,"540406","181014",51.510599999999997,0.021910000000000,8fc1e332-1080-4f6f-b942-5f5bc1836947,E01003506,UN1,Urban: Nearer to a major town or city,Urban,1700.261999909999759,106292.641082763671875,1700.261999912857391,b403df80-f628-48b3-ad41-0f97018b902b,"3444",Newham 034D,Newham 034D,106335.3882,1619.953055,"3005","1",Newham 034D,E09000025,Newham,45.294,"3005","1",0.289,"2564","1",0.172,"4869","2",23.231,"11775","4",0.898,"5060","2",0.888,"4506","2",51.417,"183",true,23.583,"12725","4",0.35,"2631","1",0.413,"1621","1",-0.454,"23257","8",0.416,"5771","2",-0.441,"23131","8",6.578,"108",true,-0.704,"26356","9",1.41,"1940","1","1318","290","843","185",824.25,274192.9515,2599.655507
"3352",E01003515,Newham 036D,,"541249","180905",51.509399999999999,0.034006000000000,2a2886cf-d7bd-4295-a82f-363e25684f57,E01003515,UN1,Urban: Nearer to a major town or city,Urban,6195.620921499999895,745939.042930603027344,6195.620921503136742,b8a76c10-4e5c-4885-b8b2-ecc588ac6bc5,"3452",Newham 036D,Newham 036D,745198.7391,5914.013732,"2533","1",Newham 036D,E09000025,Newham,47.7,"2533","1",0.284,"2747","1",0.169,"5066","2",25.337,"10653","4",0.833,"5600","2",1.678,"614","1",49.907,"335",true,23.951,"12453","4",0.329,"3282","1",0.491,"715","1",0.06,"15073","5",0.39,"7459","3",-0.741,"27315","9",6.644,"91",true,-0.499,"23895","8",1.326,"2309","1","1925","498","1190","237",1177.75,1921364.81,9493.943026
"3354",E01003517,Newham 036E,,"540702","181629",51.516100000000002,0.026417000000000,800a3b8b-e30b-438e-9937-bedf56188a03,E01003517,UN1,Urban: Nearer to a major town or city,Urban,3713.241066059999866,274535.284873962402344,3713.241066057432363,1057ff75-47e9-402e-9e1b-c3deb4d98809,"3454",Newham 036E,Newham 036E,274927.6623,3509.855286,"2706","1",Newham 036E,E09000025,Newham,46.731,"2706","1",0.284,"2728","1",0.17,"5000","2",20.305,"13598","5",1.202,"2857","1",1.269,"1885","1",47.295,"661",true,26.21,"11039","4",0.34,"2913","1",0.693,"66","1",-0.098,"17709","6",0.358,"10013","4",-1.397,"31845","10",6.498,"132",true,-0.831,"27615","9",1.666,"1105","1","1757","446","1161","150",1125,709043.8418,5635.90459
"31673",E01033584,Newham 034I,,"540063","181147",51.511899999999997,0.017023000000000,d3b6adff-bf75-4c06-a426-f91feb713a69,E01033584,UN1,Urban: Nearer to a major town or city,Urban,2558.205231829999775,150662.107421875000000,2558.205231829991590,0108a325-fd89-4690-84ad-249593195d6c,"32660",Newham 034I,Newham 034I,149435.5292,2366.386572,"3844","2",Newham 034I,E09000025,Newham,41.55,"3844","2",0.278,"2931","1",0.133,"8216","3",22.827,"12015","4",0.554,"8464","3",1.097,"2828","1",52.077,"144",true,22.833,"13241","5",0.335,"3066","1",0.473,"848","1",-0.141,"18440","6",0.387,"7632","3",-0.56,"24932","8",6.839,"42",true,-0.877,"28018","9",1.422,"1887","1","1624","429","1027","168",1001.75,385359.3214,3800.046243
"32249",E01034210,Newham 034L,,"539891","180958",51.510199999999998,0.014471000000000,56aac99c-d690-4b70-8010-d5052a730881,E01034210,UN1,Urban: Nearer to a major town or city,Urban,2083.349438950000149,97068.443061828613281,2083.349438946969713,48b4db04-c7d0-4a7a-9749-e511b885c493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32251",E01034212,Newham 034N,,"540285","180688",51.507700000000000,0.020037000000000,fdbff5a5-8d0a-4cf8-afb5-981f5659f9cb,E01034212,UN1,Urban: Nearer to a major town or city,Urban,2603.173773540000184,288258.528137207031250,2603.173773539837839,861af7ed-d273-4b57-882e-0bb26ba857a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3341",E01003501,Newham 030B,,"539873","182282",51.522100000000002,0.014737000000000,566adb54-0e67-47f9-baa8-9d25805cb98d,E01003501,UN1,Urban: Nearer to a major town or city,Urban,2752.782171910000216,158394.866096496582031,2752.782171913795082,cd1b44ef-d677-41fc-a196-ffa9e41e9fde,"3441",Newham 030B,Newham 030B,157720.5931,2537.242211,"5437","2",Newham 030B,E09000025,Newham,36.283,"5437","2",0.215,"5783","2",0.141,"7359","3",24.032,"11325","4",0.076,"14854","5",0.925,"4181","2",50.136,"302",true,24.057,"12375","4",0.254,"6679","3",0.402,"1832","1",-0.316,"21205","7",0.414,"5902","2",-0.876,"28727","9",6.782,"56",true,-0.169,"19138","6",1.058,"3744","2","2355","522","1565","268",1554,406889.1135,4073.673148
"3345",E01003507,Newham 031A,,"540551","182118",51.520499999999998,0.024438000000000,c0ffff66-48f9-4806-b4d3-cad532124a34,E01003507,UN1,Urban: Nearer to a major town or city,Urban,2430.314866270000039,142061.239929199218750,2430.314866272500694,015e40e2-88c7-4885-b243-ad6c150db3f0,"3445",Newham 031A,Newham 031A,145348.0424,2299.638031,"6282","2",Newham 031A,E09000025,Newham,33.98,"6282","2",0.159,"9696","3",0.097,"13042","4",21.693,"12744","4",0.368,"10742","4",0.819,"5223","2",47.536,"624",true,50.171,"1886","1",0.174,"11985","4",0.345,"3169","1",-0.32,"21257","7",0.392,"7312","3",-2.459,"32834","10",6.582,"104",true,0.82,"5473","2",1.671,"1092","1","2518","576","1659","283",1625.25,374944.901,3694.398682
"3346",E01003508,Newham 031B,,"540242","181711",51.516900000000000,0.019825000000000,0440a7a3-24af-4633-9e81-845f3e8c630b,E01003508,UN1,Urban: Nearer to a major town or city,Urban,2768.653138180000042,130822.987228393554688,2768.653138175732693,943e4622-c6d8-4000-856d-53d177418b1e,"3446",Newham 031B,Newham 031B,131935.0199,2557.458866,"5231","2",Newham 031B,E09000025,Newham,36.928,"5231","2",0.187,"7569","3",0.099,"12724","4",24.859,"10905","4",0.361,"10845","4",1.409,"1325","1",49.223,"424",true,38.229,"4912","2",0.228,"8244","3",0.455,"1036","1",-0.239,"20037","7",0.416,"5799","2",-0.949,"29415","9",6.667,"84",true,0.102,"14860","5",1.852,"647","1","1896","481","1235","180",1208.5,340310.6042,4106.740982
"3347",E01003509,Newham 031C,,"540404","181943",51.518999999999998,0.022251000000000,4ac9e4d6-982b-4c2f-95f0-ecf9fd74a1a1,E01003509,UN1,Urban: Nearer to a major town or city,Urban,1528.849842710000075,104258.634574890136719,1528.849842709474387,9302ed5b-3687-43e1-8f1c-91ce6021e029,"3447",Newham 031C,Newham 031C,102482.4432,1423.502275,"5736","2",Newham 031C,E09000025,Newham,35.443,"5736","2",0.197,"6836","3",0.12,"9639","3",21.979,"12556","4",0.287,"11805","4",0.688,"6636","3",43.193,"1387",true,50.915,"1761","1",0.272,"5764","2",0.304,"4516","2",-0.214,"19623","6",0.386,"7737","3",-0.739,"27302","9",5.618,"504",true,0.915,"4556","2",1.534,"1506","1","2108","491","1386","231",1400,264343.9001,2285.9347
