FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,NormIMD,Tran_Dis,Tran_Dist,Form3_LSOA name (2011),Form3_Local Authority District name (2019),Form3_No Car or vans in household(%)
"3346",E01003508,Newham 031B,,"540242","181711",51.516900000000000,0.019825000000000,0440a7a3-24af-4633-9e81-845f3e8c630b,E01003508,UN1,Urban: Nearer to a major town or city,Urban,2768.653138180000042,130822.987228393554688,2768.653138175732693,943e4622-c6d8-4000-856d-53d177418b1e,0.72,0.00,0.00,Newham 031B,Newham,53.3
"3347",E01003509,Newham 031C,,"540404","181943",51.518999999999998,0.022251000000000,4ac9e4d6-982b-4c2f-95f0-ecf9fd74a1a1,E01003509,UN1,Urban: Nearer to a major town or city,Urban,1528.849842710000075,104258.634574890136719,1528.849842709474387,9302ed5b-3687-43e1-8f1c-91ce6021e029,0.68,0.00,0.00,Newham 031C,Newham,53.3
"3348",E01003511,Newham 036A,,"540263","181466",51.514699999999998,0.020030000000000,6e460906-cb2e-4cae-9ba7-d09c38909208,E01003511,UN1,Urban: Nearer to a major town or city,Urban,1761.598314329999766,91744.285583496108302,1761.598314330172116,e6c80b88-420b-4b92-84cd-58fb893d0c22,0.68,0.00,1.00,Newham 036A,Newham,48.1
"32247",E01034208,Newham 034J,,"539829","181423",51.514400000000002,0.013763000000000,1f016b59-25bf-4708-99e2-b1fe8e3a88bd,E01034208,UN1,Urban: Nearer to a major town or city,Urban,2245.030162080000082,149959.894470214843750,2245.030162075347107,b4f29b5f-10bd-495e-8c16-1c49de935ce8,,,,Newham 034J,Newham,63.1
"3349",E01003512,Newham 036B,,"541060","181376",51.513700000000000,0.031472000000000,947436bc-c85d-4e5a-942d-a14a88d0cbf2,E01003512,UN1,Urban: Nearer to a major town or city,Urban,3407.782888480000111,129007.533859252929688,3407.782888484356135,1f5a6148-82c7-467a-b130-cd2227b7fa21,0.68,0.00,0.00,Newham 036B,Newham,48.1
"3351",E01003514,Newham 036C,,"541514","181242",51.512400000000000,0.037957000000000,a81fa2be-74da-45a2-8997-0af1380996a2,E01003514,UN1,Urban: Nearer to a major town or city,Urban,2865.861701979999907,177852.458374023437500,2865.861701977628854,2dbe992e-6a1e-418c-be95-0720d568dfbe,0.71,0.00,1.00,Newham 036C,Newham,48.1
"3353",E01003516,Newham 032C,,"541339","181704",51.516599999999997,0.035622000000000,a4ecf1b3-4c8d-41c4-be68-6d50f770cb23,E01003516,UN1,Urban: Nearer to a major town or city,Urban,2508.148677029999817,134899.757431030273438,2508.148677028598286,d26f0b5e-691a-4718-9220-ed43d88e2912,0.80,0.00,0.00,Newham 032C,Newham,39.6
"3355",E01003518,Newham 032D,,"541604","181531",51.515000000000001,0.039369000000000,bcfb09e6-45ca-47b1-abb3-ca322e3daca0,E01003518,UN1,Urban: Nearer to a major town or city,Urban,2768.300413240000125,180621.098381042480469,2768.300413241525803,2132c12b-7000-4dd6-8f4d-e4a9389fc262,0.35,0.00,0.00,Newham 032D,Newham,39.6
"3356",E01003519,Newham 032E,,"541249","181495",51.514699999999998,0.034242000000000,eeba4e91-2fc3-45f2-8b8d-721cb697e918,E01003519,UN1,Urban: Nearer to a major town or city,Urban,1333.974876100000074,62241.234321594238281,1333.974876095852778,4a5f40f8-dc33-4e38-b6f5-02d638b50b55,0.53,0.00,0.00,Newham 032E,Newham,39.6
"3331",E01003490,Newham 019C,,"541886","183488",51.532499999999999,0.044217000000000,233c0330-5f24-43aa-b485-02583ca87179,E01003490,UN1,Urban: Nearer to a major town or city,Urban,2092.727150019999954,100644.367897033691406,2092.727150017272834,0b74ea16-92ec-48a8-96e5-038a1befbc80,0.57,0.00,1.00,Newham 019C,Newham,52
"3357",E01003520,Newham 018A,,"542150","184069",51.537599999999998,0.048255000000000,34619c5f-2560-4577-a9a9-08d8c8b1e6fe,E01003520,UN1,Urban: Nearer to a major town or city,Urban,2441.052701860000070,130230.620353698730469,2441.052701859920035,ce9ca3eb-947a-41ac-bcaf-f21e36762a57,0.46,0.00,0.00,Newham 018A,Newham,51
"3358",E01003521,Newham 018B,,"542572","183804",51.535100000000000,0.054228000000000,3dc86957-72a5-4ad6-9357-fd58fcf6dfa1,E01003521,UN1,Urban: Nearer to a major town or city,Urban,2207.138077340000109,136301.082344055175781,2207.138077336313927,d66ff8b7-7144-4591-82e9-360496fbcef9,0.50,0.00,0.00,Newham 018B,Newham,51
"3359",E01003522,Newham 018C,,"542194","183847",51.535600000000002,0.048799000000000,a49ea6bd-bd30-4b61-a1ae-4f787fa044db,E01003522,UN1,Urban: Nearer to a major town or city,Urban,1321.228794639999933,78206.318344116210938,1321.228794637599322,b2890606-2133-4660-84c4-a2b46a7ecc3a,0.58,0.00,0.00,Newham 018C,Newham,51
"3361",E01003524,Newham 019D,,"542046","183617",51.533600000000000,0.046574000000000,93b53e4c-8af2-455e-b638-8902b8d55002,E01003524,UN1,Urban: Nearer to a major town or city,Urban,1728.325196479999931,88078.383178710937500,1728.325196484730895,060daa81-dc96-42d7-bbcf-73c12405b688,0.51,0.00,0.00,Newham 019D,Newham,52
"3362",E01003525,Newham 018D,,"542343","183605",51.533400000000000,0.050849000000000,55da863c-be9c-4540-9269-e061c13be263,E01003525,UN1,Urban: Nearer to a major town or city,Urban,2312.062608480000108,129160.348594665527344,2312.062608483649001,70711478-8da8-4513-9be1-79610ae346c2,0.56,0.00,0.00,Newham 018D,Newham,51
"3363",E01003526,Newham 018E,,"542440","183342",51.530999999999999,0.052140000000000,bab6e75f-95c2-4746-89da-54a6d70f9aca,E01003526,UN1,Urban: Nearer to a major town or city,Urban,2091.463336369999979,107078.694389343261719,2091.463336369576609,bd8a7869-c5ed-4455-b800-174207bfc68c,0.54,0.00,0.00,Newham 018E,Newham,51
"3360",E01003523,Newham 024A,,"542718","183164",51.529400000000003,0.056073000000000,f392b6fe-68f4-492c-977f-459db106825e,E01003523,UN1,Urban: Nearer to a major town or city,Urban,2776.292390420000174,205482.593406677246094,2776.292390424037421,30f9a0ab-8c50-4dfb-927b-926594019b5e,0.58,0.00,0.00,Newham 024A,Newham,41.9
"3379",E01003542,Newham 024D,,"542955","182907",51.527000000000001,0.059383000000000,9dada3ff-cd1c-4a20-ad30-05bd18e6ec86,E01003542,UN1,Urban: Nearer to a major town or city,Urban,2538.004715430000033,134232.768577575683594,2538.004715432985449,9e3b58bf-bfdd-4b08-ae25-04a1d8955651,0.61,0.00,0.00,Newham 024D,Newham,41.9
"3365",E01003528,Newham 005A,,"542962","184844",51.544400000000003,0.060269000000000,4e5cd327-9295-4026-84c7-1aeeaf70aecf,E01003528,UN1,Urban: Nearer to a major town or city,Urban,1965.712803489999942,79663.282897949218750,1965.712803489265298,aeed9571-ea5c-4bee-a640-1094b49016cc,0.55,0.00,0.00,Newham 005A,Newham,44.9
"3366",E01003529,Newham 010A,,"542389","184738",51.543599999999998,0.051969000000000,14922776-c369-40be-bff7-746a64787f4b,E01003529,UN1,Urban: Nearer to a major town or city,Urban,2070.172669009999936,117871.145088195800781,2070.172669011999460,8e1e424c-30b4-41ca-b230-82b58e52aa10,0.37,0.00,0.00,Newham 010A,Newham,43.6
"3367",E01003530,Newham 010B,,"542756","184705",51.543199999999999,0.057244000000000,72baffb8-0cca-457f-952c-48f8611f9c6d,E01003530,UN1,Urban: Nearer to a major town or city,Urban,1615.823317379999935,120731.165359497070312,1615.823317383478980,853e3885-201a-4461-a24a-b8f972c9541f,0.33,0.00,0.00,Newham 010B,Newham,43.6
"3369",E01003532,Newham 010D,,"542506","184504",51.541499999999999,0.053560000000000,648e0129-436c-4231-a9a4-92dc7b45d9db,E01003532,UN1,Urban: Nearer to a major town or city,Urban,1746.925608660000080,111865.954452514648438,1746.925608663367939,41211f9c-9592-47f5-8d42-8414c122cd0f,0.42,0.00,0.00,Newham 010D,Newham,43.6
"3371",E01003534,Newham 010E,,"542433","185053",51.546399999999998,0.052730000000000,4a9aacf2-f8e4-475d-81aa-28b7fce7474e,E01003534,UN1,Urban: Nearer to a major town or city,Urban,1817.606304839999893,137215.338546752929688,1817.606304841596057,3d8808ec-2170-4ff3-b98d-64ccda7f9f29,0.42,0.00,0.00,Newham 010E,Newham,43.6
"3454",E01003625,Newham 015A,,"543141","184552",51.541699999999999,0.062730000000000,78839971-a2bc-47e5-b1c0-a57152cdeaae,E01003625,UN1,Urban: Nearer to a major town or city,Urban,3640.301712699999825,318912.892311096191406,3640.301712701279030,66f3c9f3-126f-4b23-a5f5-0410737b3645,0.51,0.00,1.00,Newham 015A,Newham,42.3
"3455",E01003626,Newham 015B,,"542883","184414",51.540599999999998,0.058957000000000,6ab54e70-1e33-4636-ba0b-df30e87d6c94,E01003626,UN1,Urban: Nearer to a major town or city,Urban,1617.975950900000043,102569.735649108886719,1617.975950895091728,d2ef0082-ac7b-48ca-8414-f2070156f80e,0.39,0.00,0.00,Newham 015B,Newham,42.3
"3368",E01003531,Newham 010C,,"542070","184413",51.540700000000001,0.047241000000000,c0882768-10c7-45af-bb93-d65624ff3fb2,E01003531,UN1,Urban: Nearer to a major town or city,Urban,2412.356331590000082,222401.034652709931834,2412.356331586372562,25491db0-7a31-4a60-83cd-b4481b5aecb6,0.52,0.00,0.00,Newham 010C,Newham,43.6
"3456",E01003627,Newham 015C,,"542891","184141",51.538100000000000,0.058961000000000,72bf218b-2198-4ce5-9633-cebf0f261a66,E01003627,UN1,Urban: Nearer to a major town or city,Urban,1673.364414619999934,76271.981742858872167,1673.364414618431965,7e539ab7-9d54-46e9-a645-97977d618793,0.50,1.00,1.00,Newham 015C,Newham,42.3
"3412",E01003575,Newham 005B,,"542792","185153",51.547199999999997,0.057945000000000,83ee8c77-d264-4ac1-83f3-741e57201a3a,E01003575,UN1,Urban: Nearer to a major town or city,Urban,2284.177570299999843,147304.519958496093750,2284.177570296352769,604ac64f-6837-4e84-b56d-ec05fde298a4,0.54,0.00,0.00,Newham 005B,Newham,44.9
"3416",E01003579,Newham 004A,,"542654","185397",51.549399999999999,0.056055000000000,16f830a0-1187-4975-bac4-911c3a816dac,E01003579,UN1,Urban: Nearer to a major town or city,Urban,1968.638220779999983,98302.289421081542969,1968.638220775259924,f2993794-c54e-4133-aa59-0040a201d958,0.50,0.00,0.00,Newham 004A,Newham,49.5
"3422",E01003585,Newham 004B,,"542396","185452",51.549999999999997,0.052359000000000,fcdada16-a317-4b27-9405-b9de987cc641,E01003585,UN1,Urban: Nearer to a major town or city,Urban,1580.553693040000098,72930.124916076660156,1580.553693037008543,31c6e857-bc41-4c8a-8def-fbce31c2b15d,0.49,0.00,0.00,Newham 004B,Newham,49.5
"3424",E01003587,Newham 004C,,"542073","185263",51.548400000000001,0.047627000000000,a2c52491-da2c-4ec2-910d-c41fc727dac4,E01003587,UN1,Urban: Nearer to a major town or city,Urban,3325.452334409999821,161177.650039672851562,3325.452334407673789,8354c0a6-ecdc-48f0-adc6-f923c0b93fca,0.49,0.00,0.00,Newham 004C,Newham,49.5
"3425",E01003588,Newham 011D,,"541794","184904",51.545200000000001,0.043461000000000,c6e0b592-b250-40b8-926c-52d0f925bca5,E01003588,UN1,Urban: Nearer to a major town or city,Urban,1762.341287049999892,74496.913948059067479,1762.341287049381435,5e06d427-5f73-46db-bb73-0d90e7e9ad73,0.52,0.00,0.00,Newham 011D,Newham,40.9
"3426",E01003589,Newham 011E,,"541975","184764",51.543900000000001,0.046013000000000,f06d9cee-ec5a-4fcb-ae4d-c57c8c315276,E01003589,UN1,Urban: Nearer to a major town or city,Urban,1620.094893859999956,137437.008094787597656,1620.094893855375403,2f037a78-6d2f-4dff-b81b-c13d6f93496c,0.46,0.00,0.00,Newham 011E,Newham,40.9
"3388",E01003551,Newham 009A,,"540065","184741",51.544199999999996,0.018480000000000,8d2a7ad6-6d56-42a5-b498-8915408e38f3,E01003551,UN1,Urban: Nearer to a major town or city,Urban,1717.306900490000089,95354.013122558593750,1717.306900492012574,80d4bad3-faa6-4e3d-ac9d-a3334ec4623a,0.67,0.00,0.00,Newham 009A,Newham,58.9
"3389",E01003552,Newham 016A,,"540201","184627",51.543100000000003,0.020394000000000,ae3a4f89-716e-4871-9178-ca10648e2c3b,E01003552,UN1,Urban: Nearer to a major town or city,Urban,1957.519893950000096,106435.435150146484375,1957.519893950882079,4f7f77d1-ab96-497f-a14e-92139ce21001,0.54,0.00,0.00,Newham 016A,Newham,47.7
"3390",E01003553,Newham 009B,,"539694","184821",51.545000000000002,0.013165000000000,be551d7d-c3b1-4e97-880e-dcce7bcbc766,E01003553,UN1,Urban: Nearer to a major town or city,Urban,1900.108169240000052,104076.376655578613281,1900.108169243565271,5d4fadf8-42ac-4a46-a6e2-01511cd5988f,0.69,0.00,0.00,Newham 009B,Newham,58.9
"3391",E01003554,Newham 009C,,"539810","184489",51.542000000000002,0.014705000000000,69335914-c265-4dc8-bfa0-c2e413e62fe9,E01003554,UN1,Urban: Nearer to a major town or city,Urban,1849.646390030000020,97792.539039611816406,1849.646390029055283,015e6d2d-b567-4fe5-a223-abe982be7b74,0.33,0.00,0.00,Newham 009C,Newham,58.9
"3394",E01003557,Newham 006D,,"539956","185060",51.547100000000000,0.017036000000000,a945d5c2-149f-4a46-b97b-ef2c55a73a88,E01003557,UN1,Urban: Nearer to a major town or city,Urban,2852.237500220000129,176312.036972045898438,2852.237500217344859,bdf6a345-2be9-438a-a85f-2b17dafcc5bf,0.72,0.00,0.00,Newham 006D,Newham,53.7
"3395",E01003558,Newham 008B,,"540432","184873",51.545299999999997,0.023821000000000,de6093cc-663b-4610-a8a8-84c635cf544c,E01003558,UN1,Urban: Nearer to a major town or city,Urban,2242.601807600000029,150344.892501831054688,2242.601807596623530,ffa90e62-ed12-4b4d-a16e-a960639404f7,0.76,0.00,0.00,Newham 008B,Newham,51.2
"3386",E01003549,Newham 006C,,"539569","185177",51.548200000000001,0.011505000000000,d1277b13-1267-4254-bac2-c420547ca945,E01003549,UN1,Urban: Nearer to a major town or city,Urban,2267.846897429999899,118320.659049987807521,2267.846897432954393,ede68839-2076-42e1-9451-8d743e2dab61,0.43,0.00,0.00,Newham 006C,Newham,53.7
"3396",E01003559,Newham 009D,,"539403","184822",51.545099999999998,0.008972000000000,0652f86a-563f-4c65-b4b7-2d83016840a9,E01003559,UN1,Urban: Nearer to a major town or city,Urban,2542.630518089999896,154925.457611083984375,2542.630518087144537,ff66650d-72a5-41b8-9089-727e0b903219,0.30,0.00,0.00,Newham 009D,Newham,58.9
"3448",E01003618,Newham 012C,,"539288","184464",51.541899999999998,0.007173000000000,792f5692-1451-472b-aaa5-129ceeb9f92a,E01003618,UN1,Urban: Nearer to a major town or city,Urban,2285.939581709999857,160469.114593505859375,2285.939581714307678,9cc2ba97-6832-4dd1-bedd-9a900ee69df2,0.46,0.00,0.00,Newham 012C,Newham,67
"3464",E01003635,Newham 016D,,"539940","184058",51.538100000000000,0.016407000000000,5e820211-32e2-4068-a15e-7ca774fb4ec2,E01003635,UN1,Urban: Nearer to a major town or city,Urban,3748.525576040000033,396524.889274597167969,3748.525576042594821,e0cbaaae-32c5-4006-a7f1-e3b97458a494,0.40,0.00,0.00,Newham 016D,Newham,47.7
"3465",E01003636,Newham 020E,,"539385","184010",51.537799999999997,0.008391000000000,0a787fd3-c0e0-4e1a-b002-03ec4624658a,E01003636,UN1,Urban: Nearer to a major town or city,Urban,2611.089084419999836,196109.323829650878906,2611.089084415045818,a100c091-ea08-4077-a9b7-4384c832430b,0.60,0.00,0.00,Newham 020E,Newham,53
"3397",E01003560,Newham 011B,,"541506","184826",51.544600000000003,0.039280000000000,eda7bbd6-6404-4f1f-86f8-311bde89f7c6,E01003560,UN1,Urban: Nearer to a major town or city,Urban,1258.543549029999895,79389.435340881347656,1258.543549026246410,d2c618d0-abfb-4afe-a006-b51ddb143b84,0.49,0.00,0.00,Newham 011B,Newham,40.9
"3398",E01003561,Newham 007C,,"541314","184910",51.545400000000001,0.036547000000000,83086a89-0b0e-460d-a8ab-b5aef563332d,E01003561,UN1,Urban: Nearer to a major town or city,Urban,2194.416271500000221,79551.923286437988281,2194.416271503757343,24b083e3-362c-4433-823e-1524312abdb2,0.38,0.00,0.00,Newham 007C,Newham,41.1
"3399",E01003562,Newham 014A,,"541271","184571",51.542400000000001,0.035791000000000,088a8714-b38f-42e8-a0f2-a33cafc0b1a8,E01003562,UN1,Urban: Nearer to a major town or city,Urban,1946.357483120000097,98370.331459045410156,1946.357483115381910,8a8a9b4a-92e5-49f8-a6e7-051299ef06ef,0.44,0.00,0.00,Newham 014A,Newham,41.1
